billing_id,customer_id,billing_amount,billing_date,due_date,payment_status,plan_type,latest_billed_date
8893,8893,171.78,2022-09-07,2022-09-27,Due,Premium,2023-01-30
8894,8894,22.37,2023-02-03,2023-08-08,Paid,Premium,2023-05-28
8895,8895,179.25,2023-10-20,2023-12-31,Due,Basic,2023-10-14
8896,8896,103.11,2023-03-21,2024-01-12,Due,Premium,2023-05-13
8897,8897,66.74,2022-07-27,2023-09-20,Due,Unlimited,2023-02-10
8898,8898,191.39,2023-08-08,2023-05-18,Paid,Basic,2023-04-08
8899,8899,141.5,2023-10-27,2022-08-18,Due,Unlimited,2023-05-01
8900,8900,198.98,2023-05-22,2022-02-28,Paid,Premium,2023-06-05
8901,8901,155.42,2022-08-29,2022-03-31,Paid,Unlimited,2023-12-28
8902,8902,75.67,2023-10-01,2023-10-21,Due,Basic,2023-08-03
8903,8903,53.01,2023-12-27,2022-10-03,Paid,Premium,2023-04-16
8904,8904,88.41,2022-06-06,2023-07-09,Paid,Premium,2023-09-23
8905,8905,182.45,2022-08-27,2022-10-28,Due,Unlimited,2023-03-11
8906,8906,180.63,2023-08-18,2022-06-09,Due,Premium,2023-05-17
8907,8907,123.78,2022-10-10,2023-03-21,Paid,Premium,2023-03-14
8908,8908,100.61,2023-08-22,2022-01-26,Paid,Basic,2023-09-20
8909,8909,165.12,2023-05-24,2023-12-24,Paid,Basic,2023-12-05
8910,8910,58.0,2023-01-01,2022-03-27,Paid,Premium,2023-09-26
8911,8911,111.34,2022-01-03,2022-12-26,Paid,Unlimited,2023-06-21
8912,8912,134.55,2022-08-30,2022-04-08,Due,Unlimited,2023-08-28
8913,8913,188.93,2023-11-08,2022-01-27,Paid,Unlimited,2023-10-15
8914,8914,64.74,2023-09-27,2023-11-04,Paid,Premium,2023-03-10
8915,8915,140.69,2023-06-05,2023-02-02,Paid,Unlimited,2023-10-16
8916,8916,192.25,2023-11-23,2022-12-11,Paid,Unlimited,2023-07-08
8917,8917,80.31,2023-12-09,2023-08-12,Due,Unlimited,2023-06-10
8918,8918,143.39,2022-12-22,2023-06-17,Paid,Unlimited,2023-11-09
8919,8919,49.54,2023-09-10,2023-02-24,Due,Basic,2023-12-19
8920,8920,27.24,2022-03-06,2022-03-19,Paid,Premium,2023-03-30
8921,8921,76.72,2022-01-01,2023-03-14,Paid,Unlimited,2023-09-04
8922,8922,188.88,2022-07-31,2022-08-16,Paid,Basic,2023-03-19
8923,8923,158.91,2023-02-19,2023-07-06,Paid,Basic,2023-09-15
8924,8924,85.12,2022-09-27,2023-06-14,Due,Premium,2023-07-25
8925,8925,92.29,2022-01-06,2023-04-06,Paid,Premium,2023-03-18
8926,8926,87.06,2023-06-29,2023-07-02,Paid,Basic,2023-06-11
8927,8927,69.54,2022-10-03,2023-02-28,Due,Basic,2023-02-01
8928,8928,89.62,2023-04-07,2022-12-08,Due,Premium,2023-09-28
8929,8929,39.34,2023-03-19,2022-12-17,Due,Unlimited,2023-10-28
8930,8930,132.91,2023-02-25,2022-06-10,Due,Unlimited,2023-05-14
8931,8931,167.01,2022-07-12,2022-09-25,Paid,Premium,2023-07-31
8932,8932,181.92,2023-04-04,2023-09-06,Due,Basic,2023-06-11
8933,8933,33.27,2022-03-27,2022-04-04,Due,Premium,2023-02-17
8934,8934,70.66,2022-04-24,2023-10-15,Due,Unlimited,2023-07-13
8935,8935,114.45,2022-01-11,2022-03-08,Paid,Basic,2023-10-06
8936,8936,112.6,2022-11-21,2022-08-23,Paid,Premium,2023-06-13
8937,8937,66.11,2023-07-29,2023-01-10,Paid,Premium,2023-07-25
8938,8938,185.61,2022-01-31,2022-10-11,Due,Unlimited,2023-09-28
8939,8939,33.59,2023-11-09,2023-03-09,Due,Basic,2023-01-08
8940,8940,46.41,2022-12-03,2022-02-12,Due,Basic,2023-09-28
8941,8941,21.67,2023-01-29,2022-04-14,Paid,Premium,2023-03-08
8942,8942,28.0,2023-03-21,2023-09-07,Due,Unlimited,2023-11-11
8943,8943,48.72,2022-10-28,2023-03-03,Paid,Premium,2023-08-04
8944,8944,152.64,2022-08-16,2022-09-01,Paid,Basic,2023-09-01
8945,8945,168.94,2023-04-19,2023-06-22,Due,Premium,2023-03-10
8946,8946,76.79,2023-10-28,2023-08-13,Due,Premium,2023-02-26
8947,8947,84.21,2023-03-31,2022-04-29,Due,Unlimited,2023-11-17
8948,8948,131.28,2023-01-27,2022-04-07,Due,Premium,2023-02-19
8949,8949,42.7,2023-07-03,2023-09-09,Due,Unlimited,2023-09-23
8950,8950,126.86,2023-11-20,2022-03-03,Paid,Premium,2023-02-17
8951,8951,30.73,2022-11-21,2022-07-24,Paid,Unlimited,2023-04-19
8952,8952,75.32,2022-09-11,2022-03-15,Paid,Premium,2023-11-04
8953,8953,136.77,2023-11-08,2023-11-03,Paid,Premium,2023-12-24
8954,8954,38.4,2023-03-17,2023-11-28,Paid,Basic,2023-10-27
8955,8955,122.87,2022-09-29,2023-08-28,Paid,Basic,2023-05-16
8956,8956,145.64,2022-10-03,2022-11-13,Paid,Unlimited,2023-10-05
8957,8957,101.18,2023-04-29,2022-10-03,Paid,Unlimited,2023-10-11
8958,8958,97.32,2023-12-17,2022-04-10,Paid,Unlimited,2023-10-19
8959,8959,22.25,2022-01-25,2022-02-28,Due,Basic,2023-12-24
8960,8960,123.52,2022-05-13,2022-11-07,Paid,Premium,2023-12-21
8961,8961,189.63,2023-03-25,2022-03-08,Due,Unlimited,2023-10-19
8962,8962,79.35,2022-08-15,2022-11-21,Paid,Unlimited,2023-08-12
8963,8963,187.36,2022-03-28,2023-10-27,Paid,Basic,2023-03-14
8964,8964,122.46,2022-12-31,2023-11-24,Paid,Basic,2023-06-07
8965,8965,66.96,2022-05-31,2022-11-02,Paid,Unlimited,2023-03-19
8966,8966,166.08,2022-12-07,2023-04-05,Due,Basic,2023-07-07
8967,8967,126.79,2022-02-27,2023-02-26,Paid,Premium,2023-03-19
8968,8968,171.1,2023-02-14,2022-03-21,Due,Basic,2023-01-17
8969,8969,119.22,2023-07-01,2023-03-23,Due,Basic,2023-05-28
8970,8970,191.24,2022-08-01,2023-01-24,Paid,Premium,2023-09-18
8971,8971,108.38,2022-10-10,2022-12-18,Paid,Unlimited,2023-12-17
8972,8972,199.92,2022-02-03,2024-01-03,Due,Unlimited,2023-06-27
8973,8973,115.84,2022-10-21,2022-10-19,Due,Basic,2023-07-23
8974,8974,120.94,2023-01-06,2023-12-04,Paid,Premium,2023-09-09
8975,8975,93.92,2023-02-08,2022-06-16,Paid,Premium,2023-10-12
8976,8976,143.45,2023-08-03,2023-02-15,Paid,Basic,2023-07-14
8977,8977,62.6,2022-11-15,2022-02-01,Due,Premium,2023-07-30
8978,8978,74.1,2022-06-29,2023-06-05,Paid,Basic,2023-06-17
8979,8979,99.22,2022-02-26,2022-05-07,Paid,Unlimited,2023-08-09
8980,8980,96.72,2022-08-17,2022-10-27,Paid,Unlimited,2023-06-05
8981,8981,93.05,2022-07-03,2023-09-20,Due,Unlimited,2023-11-29
8982,8982,179.07,2023-09-17,2023-04-21,Due,Basic,2023-09-20
8983,8983,127.59,2022-11-17,2023-09-05,Paid,Unlimited,2023-04-21
8984,8984,71.53,2022-10-07,2022-02-26,Due,Premium,2023-03-09
8985,8985,135.9,2022-06-01,2023-11-08,Due,Unlimited,2023-09-13
8986,8986,131.52,2023-08-27,2022-06-26,Due,Basic,2023-07-25
8987,8987,54.32,2022-06-14,2022-08-16,Paid,Basic,2023-04-14
8988,8988,49.93,2023-06-06,2023-01-30,Paid,Premium,2023-02-23
8989,8989,68.1,2022-03-28,2022-03-30,Due,Premium,2023-10-22
8990,8990,24.14,2023-02-13,2022-06-01,Paid,Basic,2023-12-25
8991,8991,98.6,2023-01-26,2022-11-05,Due,Basic,2023-05-24
8992,8992,152.57,2022-11-21,2022-04-01,Paid,Unlimited,2023-04-19
8993,8993,105.35,2023-11-09,2023-01-06,Paid,Premium,2023-10-08
8994,8994,105.49,2023-03-27,2023-07-30,Paid,Basic,2023-03-03
8995,8995,65.21,2023-08-31,2023-03-31,Paid,Premium,2023-10-01
8996,8996,167.64,2023-12-25,2023-09-04,Due,Basic,2023-09-13
8997,8997,104.37,2023-10-19,2022-08-31,Paid,Unlimited,2023-11-04
8998,8998,122.42,2022-01-29,2023-12-02,Paid,Premium,2023-01-06
8999,8999,24.02,2023-09-17,2022-03-26,Due,Unlimited,2023-04-06
9000,9000,162.08,2023-05-26,2022-12-16,Paid,Basic,2023-04-14
9001,9001,191.4,2022-11-21,2023-12-07,Paid,Premium,2023-04-22
9002,9002,120.2,2022-11-19,2023-09-13,Paid,Unlimited,2023-03-08
9003,9003,54.4,2022-12-30,2022-10-21,Due,Premium,2023-05-28
9004,9004,63.86,2023-07-30,2023-07-21,Paid,Premium,2023-09-08
9005,9005,36.13,2022-05-20,2023-05-13,Paid,Basic,2023-10-01
9006,9006,166.18,2022-04-28,2024-01-04,Due,Basic,2023-11-10
9007,9007,93.76,2023-03-25,2022-10-21,Due,Unlimited,2023-09-27
9008,9008,64.04,2023-09-07,2022-07-23,Paid,Basic,2023-01-12
9009,9009,36.25,2023-09-19,2022-04-24,Paid,Unlimited,2023-05-02
9010,9010,174.49,2022-02-17,2023-11-16,Due,Basic,2023-02-22
9011,9011,199.31,2023-05-02,2022-12-14,Paid,Premium,2023-09-08
9012,9012,64.69,2022-04-23,2023-09-07,Paid,Basic,2023-11-04
9013,9013,165.1,2023-12-09,2023-11-29,Due,Basic,2023-04-07
9014,9014,135.69,2022-11-22,2024-01-12,Paid,Premium,2023-11-26
9015,9015,116.5,2023-03-20,2022-12-03,Due,Basic,2023-10-16
9016,9016,104.95,2022-10-31,2022-01-30,Paid,Basic,2023-07-30
9017,9017,195.71,2022-01-17,2022-11-17,Paid,Premium,2023-07-11
9018,9018,198.24,2022-07-04,2022-07-29,Paid,Premium,2023-03-23
9019,9019,113.11,2023-04-11,2022-01-15,Due,Unlimited,2023-01-15
9020,9020,24.72,2023-03-18,2022-09-13,Paid,Basic,2023-07-24
9021,9021,48.01,2023-03-20,2023-05-22,Due,Basic,2023-09-29
9022,9022,80.32,2022-01-07,2023-12-28,Due,Premium,2023-06-09
9023,9023,39.73,2023-04-21,2022-06-10,Paid,Premium,2023-07-02
9024,9024,61.28,2022-05-15,2023-06-30,Paid,Basic,2023-10-30
9025,9025,102.25,2023-01-11,2022-09-21,Paid,Basic,2023-07-12
9026,9026,152.2,2022-09-22,2023-09-27,Due,Premium,2023-11-10
9027,9027,49.54,2022-10-09,2023-04-20,Paid,Premium,2023-02-03
9028,9028,20.21,2022-03-26,2023-01-28,Due,Basic,2023-07-20
9029,9029,26.05,2022-02-11,2022-07-20,Paid,Basic,2023-09-30
9030,9030,51.39,2022-06-05,2023-10-26,Due,Unlimited,2023-06-17
9031,9031,184.68,2022-02-02,2023-04-30,Due,Basic,2023-08-15
9032,9032,177.17,2022-04-24,2022-10-25,Due,Premium,2023-01-24
9033,9033,174.01,2023-05-11,2022-11-18,Due,Basic,2023-07-19
9034,9034,199.4,2023-12-01,2023-03-26,Paid,Premium,2023-11-21
9035,9035,194.55,2022-01-20,2022-09-08,Paid,Basic,2023-06-21
9036,9036,75.11,2023-01-24,2023-06-04,Paid,Premium,2023-05-19
9037,9037,48.94,2022-08-20,2023-06-20,Paid,Premium,2023-08-17
9038,9038,30.5,2022-12-17,2022-01-16,Due,Basic,2023-09-04
9039,9039,190.05,2022-08-29,2022-01-30,Due,Premium,2023-04-20
9040,9040,96.56,2023-04-25,2023-09-27,Paid,Unlimited,2023-08-13
9041,9041,155.03,2023-10-11,2022-06-10,Paid,Basic,2023-10-14
9042,9042,184.24,2022-06-07,2023-12-28,Due,Premium,2023-05-28
9043,9043,112.39,2023-02-25,2023-02-17,Due,Premium,2023-09-16
9044,9044,108.37,2023-04-04,2022-01-25,Due,Premium,2023-05-29
9045,9045,150.43,2022-05-19,2022-12-25,Paid,Unlimited,2023-12-10
9046,9046,82.4,2022-11-04,2023-02-16,Due,Premium,2023-11-19
9047,9047,198.23,2022-07-04,2022-05-23,Due,Basic,2023-01-09
9048,9048,79.32,2023-10-21,2023-03-31,Paid,Premium,2023-10-24
9049,9049,172.87,2022-02-18,2023-02-08,Paid,Unlimited,2023-02-08
9050,9050,187.41,2022-06-27,2023-11-30,Paid,Unlimited,2023-03-10
9051,9051,146.14,2022-11-21,2023-12-18,Due,Unlimited,2023-04-13
9052,9052,85.92,2023-11-07,2022-08-30,Paid,Premium,2023-04-26
9053,9053,137.54,2022-05-19,2023-02-21,Paid,Premium,2023-03-18
9054,9054,88.14,2022-01-19,2022-02-05,Due,Basic,2023-02-17
9055,9055,185.53,2023-09-16,2022-03-31,Paid,Premium,2023-11-06
9056,9056,53.32,2022-05-21,2023-07-21,Paid,Basic,2023-02-08
9057,9057,147.11,2022-11-29,2022-07-16,Due,Unlimited,2023-09-02
9058,9058,192.95,2022-05-09,2022-08-14,Due,Unlimited,2023-05-11
9059,9059,52.62,2022-08-12,2023-07-31,Paid,Premium,2023-10-19
9060,9060,136.47,2023-08-01,2022-02-01,Paid,Basic,2023-12-11
9061,9061,198.92,2023-06-01,2023-08-13,Paid,Premium,2023-12-04
9062,9062,149.99,2023-01-08,2023-11-28,Due,Premium,2023-07-22
9063,9063,56.17,2022-08-21,2022-11-02,Paid,Unlimited,2023-04-12
9064,9064,188.33,2023-10-13,2023-12-06,Due,Premium,2023-10-23
9065,9065,199.03,2022-08-02,2023-01-04,Due,Premium,2023-11-08
9066,9066,157.41,2022-12-15,2022-09-10,Paid,Unlimited,2023-06-23
9067,9067,154.63,2023-12-15,2022-11-18,Due,Unlimited,2023-12-23
9068,9068,184.03,2023-06-22,2022-10-12,Paid,Unlimited,2023-10-25
9069,9069,188.26,2022-11-11,2023-12-31,Paid,Basic,2023-10-15
9070,9070,93.81,2023-06-29,2023-04-28,Due,Premium,2023-03-01
9071,9071,50.49,2022-05-14,2023-09-28,Due,Premium,2023-12-20
9072,9072,168.1,2022-08-29,2022-04-30,Due,Unlimited,2023-05-15
9073,9073,66.62,2023-08-12,2023-05-07,Due,Premium,2023-08-03
9074,9074,194.27,2022-06-08,2022-08-07,Due,Basic,2023-01-26
9075,9075,91.54,2022-12-24,2022-11-28,Due,Unlimited,2023-09-02
9076,9076,171.47,2023-05-30,2023-08-23,Paid,Premium,2023-04-16
9077,9077,35.09,2023-03-30,2023-06-20,Due,Premium,2023-01-28
9078,9078,177.36,2022-10-04,2023-05-10,Paid,Premium,2023-01-21
9079,9079,106.63,2022-11-29,2023-03-21,Due,Basic,2023-11-12
9080,9080,91.0,2022-05-23,2022-12-23,Paid,Unlimited,2023-03-25
9081,9081,27.76,2022-02-09,2023-12-01,Due,Premium,2023-08-29
9082,9082,127.37,2023-08-24,2022-04-05,Due,Unlimited,2023-04-01
9083,9083,38.98,2022-03-22,2022-02-12,Paid,Unlimited,2023-10-10
9084,9084,105.94,2022-11-08,2022-09-28,Due,Basic,2023-04-27
9085,9085,49.6,2023-08-23,2023-06-25,Due,Premium,2023-02-17
9086,9086,50.24,2022-06-19,2022-10-30,Paid,Unlimited,2023-05-09
9087,9087,52.54,2023-07-31,2023-12-01,Due,Basic,2023-04-03
9088,9088,59.98,2022-09-26,2023-04-28,Paid,Unlimited,2023-05-06
9089,9089,166.19,2023-08-05,2022-06-16,Due,Basic,2023-06-03
9090,9090,70.4,2023-07-28,2022-11-27,Due,Basic,2023-01-08
9091,9091,199.22,2023-01-23,2023-11-05,Paid,Premium,2023-11-18
9092,9092,110.95,2022-04-29,2023-12-15,Paid,Basic,2023-10-10
9093,9093,180.4,2023-09-19,2022-09-03,Due,Basic,2023-09-12
9094,9094,140.15,2023-02-10,2023-10-06,Paid,Premium,2023-02-11
9095,9095,21.35,2023-11-01,2022-09-03,Due,Premium,2023-11-18
9096,9096,136.59,2023-11-25,2023-03-05,Paid,Premium,2023-11-16
9097,9097,99.51,2022-06-27,2023-10-05,Due,Premium,2023-11-20
9098,9098,165.49,2022-09-15,2023-06-23,Due,Premium,2023-10-07
9099,9099,56.18,2022-07-30,2022-08-01,Paid,Premium,2023-11-23
9100,9100,164.09,2023-08-09,2023-10-17,Paid,Basic,2023-09-30
9101,9101,60.91,2022-07-17,2023-06-25,Paid,Basic,2023-05-27
9102,9102,114.29,2022-07-19,2022-12-06,Paid,Basic,2023-05-18
9103,9103,90.43,2022-10-11,2023-04-21,Due,Premium,2023-10-16
9104,9104,193.8,2023-12-16,2022-12-12,Paid,Premium,2023-09-18
9105,9105,76.16,2022-07-14,2022-02-07,Due,Unlimited,2023-10-28
9106,9106,110.82,2023-08-02,2023-02-03,Paid,Unlimited,2023-10-27
9107,9107,34.1,2022-07-30,2022-09-08,Paid,Premium,2023-12-04
9108,9108,131.87,2022-07-26,2022-04-14,Due,Premium,2023-09-23
9109,9109,172.5,2023-01-26,2022-02-13,Due,Premium,2023-02-21
9110,9110,62.34,2022-11-17,2022-08-30,Due,Unlimited,2023-02-12
9111,9111,175.69,2023-12-15,2023-07-13,Paid,Basic,2023-03-23
9112,9112,194.15,2023-11-04,2023-03-25,Due,Basic,2023-01-27
9113,9113,22.02,2022-01-06,2023-05-25,Due,Unlimited,2023-07-09
9114,9114,71.2,2023-11-20,2023-06-16,Paid,Unlimited,2023-05-17
9115,9115,165.58,2022-08-04,2023-06-03,Due,Unlimited,2023-10-01
9116,9116,23.84,2023-08-15,2023-04-15,Due,Basic,2023-09-06
9117,9117,180.96,2022-09-30,2022-11-23,Paid,Unlimited,2023-01-16
9118,9118,139.21,2023-04-27,2022-09-20,Due,Basic,2023-09-10
9119,9119,145.52,2022-10-22,2022-01-29,Paid,Unlimited,2023-03-29
9120,9120,44.08,2022-07-28,2023-10-28,Due,Premium,2023-11-12
9121,9121,104.74,2023-05-24,2022-06-26,Due,Premium,2023-01-17
9122,9122,87.53,2023-09-15,2023-05-21,Due,Basic,2023-12-01
9123,9123,38.64,2022-12-19,2023-01-29,Due,Premium,2023-05-20
9124,9124,66.15,2023-07-05,2023-11-25,Due,Premium,2023-09-09
9125,9125,113.15,2023-11-24,2022-07-09,Due,Unlimited,2023-01-25
9126,9126,96.73,2022-12-11,2023-11-01,Due,Premium,2023-12-30
9127,9127,103.92,2022-03-13,2022-10-09,Paid,Premium,2023-09-07
9128,9128,110.29,2023-09-05,2023-10-09,Due,Premium,2023-08-03
9129,9129,94.59,2023-05-05,2024-01-14,Paid,Unlimited,2023-11-23
9130,9130,125.71,2022-11-01,2023-04-26,Due,Unlimited,2023-03-30
9131,9131,61.38,2023-05-06,2022-10-27,Due,Unlimited,2023-10-09
9132,9132,45.72,2023-01-29,2022-11-11,Paid,Premium,2023-09-10
9133,9133,25.35,2023-11-21,2023-10-06,Paid,Basic,2023-07-30
9134,9134,41.76,2022-01-06,2022-11-27,Paid,Unlimited,2023-09-27
9135,9135,147.25,2023-05-17,2022-06-03,Paid,Basic,2023-07-25
9136,9136,151.59,2022-12-27,2022-05-18,Due,Basic,2023-03-19
9137,9137,133.29,2022-04-07,2022-02-08,Paid,Basic,2023-12-13
9138,9138,145.33,2023-06-12,2022-09-26,Paid,Unlimited,2023-09-29
9139,9139,190.09,2023-09-25,2022-11-25,Due,Premium,2023-09-28
9140,9140,127.34,2022-06-24,2022-07-22,Paid,Unlimited,2023-05-19
9141,9141,99.65,2022-03-17,2022-06-19,Due,Premium,2023-09-05
9142,9142,155.47,2022-12-28,2022-03-26,Paid,Premium,2023-09-14
9143,9143,140.8,2022-07-30,2022-04-29,Due,Unlimited,2023-06-20
9144,9144,193.86,2022-09-01,2024-01-14,Due,Premium,2023-12-25
9145,9145,80.31,2022-12-03,2022-02-28,Due,Unlimited,2023-06-10
9146,9146,84.98,2023-01-15,2023-08-27,Paid,Basic,2023-06-09
9147,9147,177.81,2022-07-30,2023-12-28,Paid,Basic,2023-02-16
9148,9148,154.43,2023-11-05,2022-12-19,Paid,Unlimited,2023-03-26
9149,9149,152.77,2023-08-11,2023-12-03,Due,Basic,2023-01-06
9150,9150,121.62,2022-02-04,2023-09-23,Paid,Premium,2023-04-02
9151,9151,135.14,2022-07-04,2022-04-29,Due,Unlimited,2023-10-04
9152,9152,157.24,2023-01-31,2023-11-13,Paid,Premium,2023-01-18
9153,9153,138.37,2022-06-12,2022-06-25,Paid,Unlimited,2023-02-23
9154,9154,62.52,2023-11-20,2023-03-01,Paid,Unlimited,2023-02-25
9155,9155,105.68,2023-01-30,2022-08-13,Due,Basic,2023-05-15
9156,9156,76.73,2023-09-10,2022-02-22,Due,Basic,2023-12-13
9157,9157,116.47,2022-02-11,2022-09-12,Due,Premium,2023-07-27
9158,9158,163.2,2023-07-27,2023-11-18,Due,Premium,2023-11-14
9159,9159,177.91,2023-01-22,2022-02-10,Paid,Basic,2023-08-05
9160,9160,20.78,2022-04-25,2023-09-07,Paid,Premium,2023-10-02
9161,9161,51.08,2023-05-07,2022-03-27,Paid,Unlimited,2023-03-11
9162,9162,84.14,2022-12-28,2023-10-09,Paid,Unlimited,2023-11-11
9163,9163,120.17,2022-12-14,2023-06-15,Due,Premium,2023-06-26
9164,9164,93.35,2023-01-27,2023-01-10,Due,Unlimited,2023-04-02
9165,9165,105.85,2022-04-10,2022-08-12,Due,Unlimited,2023-03-21
9166,9166,102.81,2023-10-17,2022-03-20,Due,Basic,2023-08-19
9167,9167,46.77,2022-08-15,2023-05-11,Due,Unlimited,2023-01-22
9168,9168,82.0,2022-03-20,2022-01-16,Due,Premium,2023-12-15
9169,9169,86.89,2022-12-01,2022-06-17,Due,Basic,2023-12-18
9170,9170,75.94,2022-12-02,2024-01-05,Due,Premium,2023-05-06
9171,9171,114.25,2022-08-28,2023-12-13,Due,Basic,2023-08-12
9172,9172,39.07,2023-12-05,2022-04-22,Due,Unlimited,2023-09-28
9173,9173,53.52,2023-05-27,2023-01-02,Paid,Basic,2023-10-13
9174,9174,155.87,2023-10-12,2022-09-25,Due,Premium,2023-01-19
9175,9175,110.98,2022-04-18,2023-02-16,Due,Premium,2023-05-14
9176,9176,81.63,2022-08-17,2022-05-21,Paid,Premium,2023-05-17
9177,9177,107.86,2022-10-26,2022-09-28,Paid,Basic,2023-05-29
9178,9178,121.2,2022-04-03,2023-03-18,Paid,Basic,2023-11-01
9179,9179,82.85,2022-04-06,2022-07-18,Due,Basic,2023-04-25
9180,9180,92.06,2022-10-01,2022-01-16,Paid,Unlimited,2023-11-29
9181,9181,75.9,2022-03-17,2023-06-25,Paid,Unlimited,2023-06-29
9182,9182,142.16,2022-01-01,2022-04-16,Due,Premium,2023-02-02
9183,9183,20.02,2022-04-14,2022-05-18,Due,Premium,2023-04-02
9184,9184,89.08,2023-03-31,2023-05-28,Due,Premium,2023-09-14
9185,9185,57.77,2023-09-18,2022-03-04,Paid,Premium,2023-01-02
9186,9186,23.66,2023-08-13,2023-07-17,Paid,Premium,2023-03-31
9187,9187,32.11,2023-11-09,2023-09-18,Due,Premium,2023-08-11
9188,9188,134.56,2023-09-29,2022-10-25,Due,Unlimited,2023-07-06
9189,9189,79.36,2023-08-13,2022-10-01,Due,Premium,2023-01-09
9190,9190,27.51,2022-05-05,2022-12-21,Due,Basic,2023-07-30
9191,9191,178.17,2023-08-22,2022-11-30,Due,Unlimited,2023-12-29
9192,9192,183.9,2022-02-09,2023-04-17,Paid,Premium,2023-07-02
9193,9193,165.99,2023-03-22,2022-06-01,Paid,Premium,2023-01-28
9194,9194,165.89,2022-12-25,2022-07-21,Due,Premium,2023-11-02
9195,9195,92.88,2022-06-30,2022-02-27,Paid,Basic,2023-10-28
9196,9196,66.58,2023-02-10,2022-10-10,Paid,Basic,2023-04-14
9197,9197,197.85,2022-04-25,2022-11-12,Paid,Basic,2023-07-06
9198,9198,193.58,2022-02-07,2022-10-09,Paid,Premium,2023-04-22
9199,9199,85.16,2022-02-20,2022-05-08,Paid,Unlimited,2023-11-04
9200,9200,160.12,2022-03-14,2022-03-11,Due,Basic,2023-03-05
9201,9201,122.54,2023-02-13,2023-07-13,Due,Unlimited,2023-03-15
9202,9202,82.53,2023-11-21,2022-05-20,Paid,Premium,2023-02-16
9203,9203,92.06,2023-06-09,2022-09-21,Due,Basic,2023-05-29
9204,9204,50.79,2022-05-11,2022-09-04,Due,Basic,2023-08-15
9205,9205,149.57,2023-08-17,2022-03-21,Paid,Basic,2023-07-29
9206,9206,39.83,2022-07-05,2022-11-09,Paid,Basic,2023-07-12
9207,9207,80.81,2023-09-23,2023-02-28,Due,Premium,2023-07-20
9208,9208,158.7,2023-08-04,2022-08-17,Due,Unlimited,2023-07-07
9209,9209,132.62,2022-07-28,2022-01-31,Due,Basic,2023-12-28
9210,9210,189.09,2022-05-26,2023-01-02,Due,Basic,2023-08-18
9211,9211,120.79,2022-07-10,2023-10-29,Due,Basic,2023-08-11
9212,9212,199.01,2022-08-02,2022-02-11,Due,Unlimited,2023-08-17
9213,9213,25.29,2022-08-30,2023-03-11,Due,Premium,2023-03-02
9214,9214,153.93,2023-11-04,2022-05-25,Due,Unlimited,2023-08-22
9215,9215,126.99,2023-09-15,2023-10-15,Due,Premium,2023-01-14
9216,9216,99.97,2022-05-04,2022-08-03,Paid,Basic,2023-04-26
9217,9217,47.1,2023-04-29,2023-08-11,Due,Basic,2023-08-09
9218,9218,52.07,2023-01-14,2023-06-24,Paid,Basic,2023-01-17
9219,9219,139.01,2022-04-08,2022-06-06,Paid,Premium,2023-07-05
9220,9220,192.45,2023-09-26,2023-10-01,Paid,Basic,2023-11-28
9221,9221,144.13,2023-10-17,2023-05-11,Due,Basic,2023-06-19
9222,9222,36.52,2023-11-06,2023-06-16,Due,Premium,2023-04-04
9223,9223,132.37,2023-12-15,2022-08-23,Paid,Unlimited,2023-01-25
9224,9224,198.46,2023-04-04,2023-11-11,Due,Unlimited,2023-08-17
9225,9225,89.86,2023-01-17,2023-05-12,Paid,Unlimited,2023-12-24
9226,9226,119.53,2023-02-18,2022-07-08,Paid,Basic,2023-10-07
9227,9227,172.86,2023-11-22,2023-03-06,Due,Premium,2023-03-17
9228,9228,119.83,2022-03-27,2023-05-08,Paid,Premium,2023-09-07
9229,9229,174.06,2023-07-20,2023-12-12,Due,Premium,2023-11-20
9230,9230,105.68,2022-07-31,2022-10-17,Paid,Unlimited,2023-12-23
9231,9231,149.78,2023-03-06,2022-04-20,Due,Premium,2023-03-14
9232,9232,24.06,2023-06-22,2023-10-22,Due,Premium,2023-05-10
9233,9233,197.89,2023-01-01,2022-09-12,Due,Unlimited,2023-09-24
9234,9234,66.67,2022-08-12,2022-01-31,Paid,Premium,2023-04-19
9235,9235,44.81,2023-10-29,2022-05-24,Due,Basic,2023-06-13
9236,9236,40.18,2022-02-13,2023-09-21,Due,Premium,2023-08-31
9237,9237,162.94,2023-07-09,2022-09-19,Due,Basic,2023-06-23
9238,9238,142.77,2023-05-16,2022-02-14,Due,Basic,2023-10-23
9239,9239,58.41,2022-08-28,2023-03-23,Paid,Basic,2023-10-04
9240,9240,75.95,2023-04-19,2022-09-16,Paid,Premium,2023-09-19
9241,9241,164.8,2022-04-17,2022-03-31,Due,Basic,2023-04-16
9242,9242,107.54,2023-01-07,2023-02-02,Due,Basic,2023-07-22
9243,9243,41.87,2022-07-24,2022-10-06,Paid,Premium,2023-02-13
9244,9244,182.9,2022-08-24,2022-11-23,Due,Basic,2023-11-04
9245,9245,53.2,2023-02-10,2023-09-23,Paid,Premium,2023-05-14
9246,9246,137.96,2022-06-19,2022-02-07,Paid,Premium,2023-10-01
9247,9247,86.25,2022-10-04,2022-06-20,Paid,Premium,2023-10-27
9248,9248,61.76,2023-06-20,2022-04-19,Due,Unlimited,2023-11-07
9249,9249,44.33,2022-07-04,2022-03-18,Due,Unlimited,2023-11-28
